"ID","post_title","coords"
44343,"Webwinkel contactlenzen Lensonline","51.2164341,4.4071211"
44343,"Webwinkel contactlenzen Lensonline","51.2315293,4.4051354"
44343,"Webwinkel contactlenzen Lensonline","51.200355,4.4441215"
44343,"Webwinkel contactlenzen Lensonline","51.111097,3.710227"
44343,"Webwinkel contactlenzen Lensonline","37.6777283,-97.243757"
44343,"Webwinkel contactlenzen Lensonline","50.7855184,3.8429185"
44343,"Webwinkel contactlenzen Lensonline","50.785632,5.489957"
44343,"Webwinkel contactlenzen Lensonline","51.3210179,4.9492714"
44343,"Webwinkel contactlenzen Lensonline","50.8156162,4.3674192"
44343,"Webwinkel contactlenzen Lensonline","50.8445765,4.4161506"
44343,"Webwinkel contactlenzen Lensonline","51.1351295,3.3276243"
44343,"Webwinkel contactlenzen Lensonline","33.9856701,134.0357476"
44343,"Webwinkel contactlenzen Lensonline","51.0861121,4.3662716"
44343,"Webwinkel contactlenzen Lensonline","51.2707663,3.034125"
44343,"Webwinkel contactlenzen Lensonline","51.1027914,2.5901896"
44343,"Webwinkel contactlenzen Lensonline","51.0326528,2.8685051"
44343,"Webwinkel contactlenzen Lensonline","51.0529357,3.7246369"
44343,"Webwinkel contactlenzen Lensonline","51.1936794,4.7368905"
44343,"Webwinkel contactlenzen Lensonline","51.0285246,3.0432612"
44343,"Webwinkel contactlenzen Lensonline","51.1025936,4.9989488"
44343,"Webwinkel contactlenzen Lensonline","50.9999712,4.1298725"
44343,"Webwinkel contactlenzen Lensonline","51.1613207,4.6714609"
44343,"Webwinkel contactlenzen Lensonline","50.9374211,3.7805073"
44343,"Webwinkel contactlenzen Lensonline","50.7473476,3.600916"
44343,"Webwinkel contactlenzen Lensonline","51.2406228,4.5822208"
44343,"Webwinkel contactlenzen Lensonline","51.2515348,4.4982533"
44343,"Webwinkel contactlenzen Lensonline","51.012952,3.644405"
44343,"Webwinkel contactlenzen Lensonline","50.8693177,3.8121988"
44343,"Webwinkel contactlenzen Lensonline","51.00187,3.724769"
44920,"Vakantieverblijf Villa Pierrette","43.9481698,4.6402228"
45356,"Speelgoedwinkel Krokodil","51.2408131,4.9694065"
45356,"Speelgoedwinkel Krokodil","51.2411162,4.5845068"
45356,"Speelgoedwinkel Krokodil","51.2109893,3.2207167"
81527,"Symfonieorkest Vlaanderen","51.2026396,3.2199236"
43810,"Schleiper","51.2070106,4.418986"
43810,"Schleiper","50.8277619,4.3550822"
43810,"Schleiper","50.8277914,3.2694225"
43810,"Schleiper","51.0515713,3.7196463"
43810,"Schleiper","50.9307442,5.3324488"
43810,"Schleiper","50.6428518,5.5759202"
43810,"Schleiper","50.4645652,4.8632422"
43637,"RHIZO Hotelschool Kortrijk - restaurant","50.8179541,3.2841984"
45052,"Fietscenter Luc","51.0594616,4.8326989"
48776,"Bed & breakfast Riaflora","37.4547904,-2.0381664"
46290,"ZOO Antwerpen","51.2184455,4.4215365"
124646,"Expo Fernand Léger. Schoonheid alom","50.843776,4.3597967"
44243,"Fitality Fitness","51.1447794,4.3959351"
43657,"Daoust Dienstencheques","50.8278253,3.2660569"
43657,"Daoust Dienstencheques","51.2051001,3.2138574"
43657,"Daoust Dienstencheques","50.9372261,4.0354349"
43657,"Daoust Dienstencheques","51.2190377,4.4153941"
43657,"Daoust Dienstencheques","51.3119503,3.1307462"
43657,"Daoust Dienstencheques","50.8540951,4.3559205"
43657,"Daoust Dienstencheques","50.8151722,4.3889898"
43657,"Daoust Dienstencheques","51.0502592,3.7290249"
43657,"Daoust Dienstencheques","51.3445212,3.2881828"
43657,"Daoust Dienstencheques","51.0245986,4.4759757"
43657,"Daoust Dienstencheques","51.1496919,2.7222648"
43657,"Daoust Dienstencheques","51.227247,2.923217"
43657,"Daoust Dienstencheques","51.1631496,4.1419105"
43730,"Brezan Autoparts","51.3475412,4.8047238"
43730,"Brezan Autoparts","51.21056,4.463865"
43730,"Brezan Autoparts","50.9737993,5.0400385"
43730,"Brezan Autoparts","50.8931628,4.7963138"
43730,"Brezan Autoparts","51.1525271,4.3823533"
43730,"Brezan Autoparts","51.0207583,5.3740877"
43730,"Brezan Autoparts","51.1372614,4.1859014"
43730,"Brezan Autoparts","53.3228201,6.8847868"
43730,"Brezan Autoparts","52.1020291,5.2525219"
43730,"Brezan Autoparts","52.2136861,5.1457352"
43730,"Brezan Autoparts","52.1263005,4.650043"
43730,"Brezan Autoparts","52.0361927,4.5026055"
43730,"Brezan Autoparts","52.1649434,4.5207511"
43730,"Brezan Autoparts","52.3852009,4.6625448"
43730,"Brezan Autoparts","52.3594299,4.7835852"
43730,"Brezan Autoparts","51.9874358,4.3699178"
43730,"Brezan Autoparts","52.2883311,4.6836945"
43730,"Brezan Autoparts","52.2376344,4.8357103"
43730,"Brezan Autoparts","52.2826815,4.8380601"
43730,"Brezan Autoparts","51.6040792,4.7694647"
43730,"Brezan Autoparts","51.4930126,3.8798337"
43730,"Brezan Autoparts","51.3246892,3.8314133"
43730,"Brezan Autoparts","51.555964,4.461965"
43730,"Brezan Autoparts","51.7497868,4.118872"
43730,"Brezan Autoparts","51.8673371,4.3805032"
43730,"Brezan Autoparts","51.8402354,4.1687364"
43730,"Brezan Autoparts","51.8899834,4.1631003"
43730,"Brezan Autoparts","51.8485705,4.3424023"
43730,"Brezan Autoparts","50.8169636,4.9065656"
43730,"Brezan Autoparts","50.9498658,5.4753324"
43730,"Brezan Autoparts","52.2258328,5.4817947"
43730,"Brezan Autoparts","52.1682627,5.35548"
43730,"Brezan Autoparts","52.4005913,6.7902262"
43730,"Brezan Autoparts","51.954446,4.5311884"
43730,"Brezan Autoparts","52.5083994,4.7811644"
43730,"Brezan Autoparts","52.0590589,6.1042188"
43730,"Brezan Autoparts","51.5425852,5.9946164"
43730,"Brezan Autoparts","51.6536909,5.9450085"
43730,"Brezan Autoparts","52.9807093,6.2950382"
43730,"Brezan Autoparts","52.6783911,4.833146"
43730,"Brezan Autoparts","51.9451564,5.2209772"
43730,"Brezan Autoparts","52.9799844,6.9725697"
43730,"Brezan Autoparts","52.3564945,5.6342383"
43730,"Brezan Autoparts","52.3210891,6.9285674"
43730,"Brezan Autoparts","51.8485997,5.8306336"
43730,"Brezan Autoparts","52.23299,5.3659824"
43730,"Brezan Autoparts","53.1636517,6.7473561"
43730,"Brezan Autoparts","51.7045506,5.2686036"
43730,"Brezan Autoparts","51.7802471,5.8483249"
43730,"Brezan Autoparts","53.165618,6.380393"
43730,"Brezan Autoparts","51.649439,4.8501677"
43730,"Brezan Autoparts","52.6885664,6.1963015"
43730,"Brezan Autoparts","52.8812304,5.9861578"
43730,"Brezan Autoparts","51.4818599,5.4577323"
43730,"Brezan Autoparts","52.0843981,4.8705159"
43730,"Brezan Autoparts","51.9735753,5.66057"
43730,"Brezan Autoparts","51.9165615,6.580674"
43730,"Brezan Autoparts","51.9058785,5.4321485"
43730,"Brezan Autoparts","52.1791849,5.272286"
43730,"Brezan Autoparts","52.1286754,5.0393082"
43730,"Brezan Autoparts","53.1955813,5.8380052"
43730,"Brezan Autoparts","52.5119353,5.0060228"
43730,"Brezan Autoparts","52.3793825,6.2907295"
43730,"Brezan Autoparts","51.8861926,6.3706028"
43730,"Brezan Autoparts","52.5357977,5.7241546"
43730,"Brezan Autoparts","52.6968338,5.75574"
43730,"Brezan Autoparts","52.492708,5.4845751"
43730,"Brezan Autoparts","52.3862117,5.2148472"
43730,"Brezan Autoparts","53.1746395,6.1801586"
43730,"Brezan Autoparts","53.1169602,6.0782675"
43730,"Brezan Autoparts","53.150632,7.0513338"
43730,"Brezan Autoparts","52.0340129,5.6517186"
43730,"Brezan Autoparts","52.6626493,5.0629991"
43730,"Brezan Autoparts","52.9640939,5.8957944"
43730,"Brezan Autoparts","52.202662,4.432427"
43730,"Brezan Autoparts","52.1259159,6.213235"
43730,"Brezan Autoparts","52.558992,5.8870156"
43730,"Brezan Autoparts","52.3352739,4.922255"
43730,"Brezan Autoparts","51.8214611,5.7853503"
43730,"Brezan Autoparts","52.4844627,4.6660283"
43730,"Brezan Autoparts","52.4910826,6.1305316"
43730,"Brezan Autoparts","51.588848,5.3088619"
43730,"Brezan Autoparts","52.5731992,6.616492"
43730,"Brezan Autoparts","51.8696718,4.6070732"
43730,"Brezan Autoparts","52.7311378,6.4941669"
43730,"Brezan Autoparts","51.3449063,6.148503"
43730,"Brezan Autoparts","51.8806301,4.5589078"
43730,"Brezan Autoparts","53.1082107,6.8906623"
43730,"Brezan Autoparts","52.6040384,6.4784917"
43730,"Brezan Autoparts","53.0029447,6.5708378"
43730,"Brezan Autoparts","52.774631,6.9172599"
43730,"Brezan Autoparts","52.1252901,5.0862244"
43730,"Brezan Autoparts","52.3537696,6.4964028"
43730,"Brezan Autoparts","50.9998007,5.8753121"
43730,"Brezan Autoparts","52.19255,6.889527"
43730,"Brezan Autoparts","51.7279647,5.8690684"
43730,"Brezan Autoparts","51.6580335,5.6417717"
43730,"Brezan Autoparts","52.4449806,4.8390855"
43730,"Brezan Autoparts","52.3350904,6.6557119"
43730,"Brezan Autoparts","51.9364219,6.0854425"
43730,"Brezan Autoparts","51.8975848,5.9101514"
43730,"Brezan Autoparts","51.7620497,5.5468309"
43730,"Brezan Autoparts","52.2470747,6.1763966"
43730,"Brezan Autoparts","51.8849545,5.5758787"
43730,"Brezan Autoparts","52.1942456,5.9376513"
43730,"Brezan Autoparts","52.0578779,6.6263069"
43730,"Brezan Autoparts","52.3763607,5.7718944"
43730,"Brezan Autoparts","52.3454703,5.9841897"
43730,"Brezan Autoparts","52.0384402,5.5623884"
43730,"Brezan Autoparts","53.2203976,6.6065688"
43730,"Brezan Autoparts","52.1641047,6.7439285"
43730,"Brezan Autoparts","52.2424253,6.7755863"
43730,"Brezan Autoparts","52.1650547,5.5937721"
43730,"Brezan Autoparts","52.9442286,4.7696611"
43730,"Brezan Autoparts","51.9531124,6.2891153"
43730,"Brezan Autoparts","52.6423325,4.7815779"
43730,"Brezan Autoparts","51.9744956,5.9550791"
43730,"Brezan Autoparts","50.4376054,4.4290739"
43730,"Brezan Autoparts","50.8468453,3.1756221"
43730,"Brezan Autoparts","50.6224961,5.5919822"
43730,"Brezan Autoparts","50.6159743,5.5030555"
126425,"Expo Spanish Still Life","50.843776,4.3597967"
45247,"Museum van de Nationale Bank van België","50.8490757,4.3587566"
125937,"bOEk&kOEk kinderbOEkenwinkel","50.9185896,4.0532938"
127138,"Schoolhoeve De Campagne","51.0667247,3.6299747"
127268,"Expo 4 Seizoenen: Frieda Van Dun","51.056576,4.2030298"
127414,"Expo OPEN DEPOT/ COLLECTIE LICHT","51.0545313,3.7253208"
127489,"Expo Together! Nieuwe gemeenschapsarchitectuur","50.435045,3.8377"
127551,"Efteling","51.6504668,5.0468448"
127555,"In het spoor van Vincent Van Gogh in de Borinage","50.4110604,3.8287287"
127952,"Expo MUMMIES in BRUGES – Secrets of Ancient Egypt","51.2039343,3.2227827"
128100,"Esthé Jolie Schoonheidszorgen","50.7165628,4.2147708"
43102,"Musée du Hiéron","46.4520796,4.1206939"
128186,"Star Wars Identities The Exhibition","50.8976345,4.3391421"
45605,"Japsnoet","51.0662007,4.4566887"
128539,"Expo Hiwa K | Moon Calendar","51.037898,3.7210891"
128609,"Expo Graphic 58","50.8977117,4.341108"
128649,"Museum De Pont","51.5672938,5.0762796"
45209,"Bed & breakfast Goudsbloempje","50.8088601,3.8147981"
128614,"Expo Podium 58","50.8977117,4.341108"
128409,"Trammuseum De Panne","51.0947181,2.5839835"
127504,"Expo Adel Abdessemed","50.435045,3.8377"
129856,"Expo Experience Traps","51.1804388,4.4132008"
129905,"Snijders&Rockoxhuis","51.2217771,4.4059778"
44043,"KAAP","51.227253,2.90434"
44043,"KAAP","51.2194711,3.2204399"
44043,"KAAP","51.2118315,3.2177591"
44043,"KAAP","51.1980024,2.8497176"
45011,"Verlichting Light Gallery","50.9731224,4.5648831"
45011,"Verlichting Light Gallery","51.2224223,3.234197"
45011,"Verlichting Light Gallery","50.7932221,4.3111954"
45011,"Verlichting Light Gallery","51.0225186,3.695671"
45011,"Verlichting Light Gallery","50.9431619,5.288139"
45011,"Verlichting Light Gallery","50.8461633,3.2679763"
45011,"Verlichting Light Gallery","50.6714453,5.5418415"
45011,"Verlichting Light Gallery","51.17632,4.459042"
45011,"Verlichting Light Gallery","50.4640289,4.90662"
45011,"Verlichting Light Gallery","50.869723,4.460803"
78764,"Kunstencentrum Vlaams Fruit","51.2201218,4.4114392"
44403,"Verfland","50.907981,5.317484"
44403,"Verfland","51.2861228,4.4243923"
129307,"Expo Harry Gruyaert - Retrospectieve","51.209042,4.387528"
129332,"Expo Monsanto®: A Photographic Investigation – Mathieu Asselin","51.209042,4.387528"
130390,"Expo Viva Roma!","50.627409,5.577494"
130972,"Antwerp by Bike","51.2205653,4.3958982"
131205,"Expo JOE ENGLISH - van inspirerende kunst tot propaganda","51.0316748,2.8521615"
131185,"Expo Ecritures numériques","50.6682555,4.6201437"
129732,"Expo Michaelina, de leading lady van de barok","51.2289238,4.4048203"
132198,"Expo Barok Burez","51.2289238,4.4048203"
132217,"Cinema Palace","50.8477768,4.3487042"
132227,"Vakantiewoning Oostende","51.2240198,2.9047363"
132511,"Expo Cokeryen - Photo Film Food. Tony Le Duc/Frans Snijders","51.2216928,4.4062239"
132905,"Lerarendag Koezio","50.8786495,4.3717862"
43566,"Commandomuseum","50.45738,4.81096"
46329,"Vakantieverblijf Domein Les Hochets","49.8670726,4.9012691"
46503,"Historium Brugge","51.2092438,3.2250462"
43477,"MAS | Museum aan de Stroom","51.2290024,4.4046541"
43159,"Musée Victor Hugo","49.5101745,0.6727081"
42919,"Vakantieverblijf Herberg Het Klokhuis Borgloon","50.8223045,5.3962254"
43332,"Vakantieverblijf La Ronde Fauchée","49.5686068,5.6280878"
43484,"Vakantieverblijf  Ferme Château Dourbes","50.0894151,4.5908247"
44651,"Vakantiewoning Haus Turbes Zwaluwnest","50.31623,6.25248"
45325,"Vakantieverblijf ICZ2 Lauwe","50.7914494,3.194013"
46270,"Vakantieverblijf Villa au bord du lac","44.752984,1.29786"
51577,"Japanse Tuin Hasselt","50.9280229,5.358911"
48779,"PIME","51.108036,4.5237631"
47580,"Viskwekerij Gebroeders Vandeput","50.9876579,5.3419787"
45226,"Apotheekmuseum en kruidentuin","51.0948493,5.7913384"
43471,"Red Star Line Museum","51.2332099,4.4034278"
104732,"Expo Pompeï - The immortal city","50.8479745,4.3503697"
43708,"Verbeke Foundation","51.227546,4.054284"
42879,"ADAM -  Brussels Design Museum","50.8977117,4.341108"
42886,"Atomium","50.8953587,4.3413451"
43442,"Middelheimmuseum","51.1804385,4.4132032"
44887,"Gemeenschapscentrum Tentakel","50.9881369,5.4130864"
46054,"Kartonnen dozen","51.2061644,4.4316483"
45307,"MIAT - Museum over Industrie, Arbeid en Textiel","51.0594254,3.7291771"
121937,"Expo Little Life","50.833011,4.3448699"
122045,"Expo Angst","51.0670452,3.7043448"
43573,"Bibliotheek Leopoldsburg","51.1167325,5.2477554"
45116,"Vakantieverblijf Botev Houses Bulgarije","43.3768633,26.691193"
43967,"Vakantieverblijf Le Loup d'Engreux","50.1239194,5.6941471"
44110,"Bed & breakfast Aux quatre bonniers","50.5767223,5.7342468"
44152,"Bed & breakfast Te Lande","50.8398119,3.0011192"
45697,"Vakantieverblijf Le Neu Moulin","50.4228606,5.8777499"
45031,"Vakantieverblijf Maison à Viry","50.2386303,5.6261997"
45113,"Vakantiewoning Casa Carisma","36.88447,-4.5854799"
44278,"Muziekinstrumentenmuseum - MIM","50.8427438,4.3590245"
43722,"Gevangenismuseum","51.3555884,4.8263057"
73064,"Museum Kortrijk 1302","50.8290448,3.2694088"
43841,"Gemeenschapscentrum Den Ichter","51.044073,5.583197"
44653,"Vakantiewoning Haus Turbes Beverburcht","50.31623,6.25248"
48985,"Theaterproductiehuis Farce Cancan","51.022023,4.481919"
44189,"Belgische Improvisatie Liga (BIL)","51.2140036,4.4431247"
44494,"Klompenbelevingspad","51.03711,4.971632"
45544,"Ict-diensten","50.8637702,4.3930816"
45858,"Wielermuseum Roeselare","50.9453534,3.1288542"
45579,"Fietswinkel Fietsen Loomans","50.9204563,4.1827655"
45684,"Sandra Strandfietsen","51.2350971,2.9188313"
45851,"Fietswinkel Rijwielen Jo&nbsp;Lambrecht","50.8543813,3.2856442"
45991,"Fietswinkel Van de Sype","50.9060181,4.0221813"
45499,"Inter Fitness Center","51.0133598,4.1940956"
45924,"Dansschool Favole vzw","51.0550468,3.724516"
45006,"Stadsmuseum de Hofstadt","50.9849193,5.0511195"
44292,"Hallepoort","50.8329997,4.3448675"
43812,"Schleiper Be Creative","50.8352839,4.3810349"
45242,"KADOC Leuven","50.8751546,4.7039483"
45147,"Bibliotheek Sint-Truiden","50.8134966,5.1872436"
43814,"Schleiper Art Shop","51.223571,4.40585"
43581,"Olagos speelgoedwinkel","51.0947943,4.500186"
45110,"Kunstof","50.9911389,4.8406284"
45108,"Meulenbergs bvba","50.9911389,4.8406284"
48816,"Mercatormuseum","51.1673778,4.1449162"
43743,"ZLDR LUCHTFABRIEK","51.0395085,5.3287501"
44058,"Museum Stoom en stroom","50.9214246,3.2134245"
44357,"Boekhandel Het Voorwoord","51.077619,4.7212875"
43452,"Letterenhuis","51.2228213,4.4046797"
46121,"Rederij De Gentenaer","51.055047,3.724468"
46296,"Serpentarium","51.3162125,3.1286561"
45563,"Vakantieverblijf De&nbsp;Swaenhoeck","51.2143078,3.3474344"
45660,"Vakantieverblijf Portugala","14.93305,-23.5133267"
45681,"Bivakhuis De Kruiskwacht","51.1482343,5.057252"
45752,"Vakantieverblijf Maribo","51.3399265,3.2296389"
45931,"Vakantieverblijf Ferienpark Kronenburger See","50.3622254,6.4706618"
45763,"Vakantieverblijf A&nbsp;Merveille","50.2034298,5.8364285"
45844,"Bed & breakfast Casa de Verao","40.2549703,-8.0111152"
44938,"Compu City",NULL
46336,"Vakantieverblijf Haus&nbsp;Lukas","47.483417,10.6155868"
46097,"Vakantieverblijf Gîte d'Etape de Villers-Sainte-Gertrude","50.3611994,5.5795464"
42787,"Sprookjesbos","51.0914919,4.9068767"
44686,"Natuurhistorisch Museum Boekenberg","51.1985142,4.4634969"
45547,"De Wereld van Kina: De Tuin","51.0644723,3.7255463"
45177,"Kruiden- en Inspiratietuin Abdijsite Herkenrode","50.9555229,5.2786393"
45552,"De Wereld van Kina: Het Huis","51.0417978,3.7264606"
45264,"Domein Kiewit Natuurcentrum","50.9629718,5.3649332"
49924,"Coudenbergpaleis","50.8426107,4.3606882"
48962,"Teseum - Schatkamer","50.780812,5.465145"
48823,"Kempens Diamantcentrum en Slijperij Lieckens","51.1598567,4.6708974"
48817,"De Salons","51.1681927,4.1421872"
43139,"Musée Fin-de-Siècle Museum","50.8416199,4.3581793"
43141,"Musée Oldmasters Museum","50.8416199,4.3581793"
45221,"De Neermolen","51.0888947,5.7075361"
45223,"De Klaaskensmolen","51.0983909,5.7837625"
45232,"Kerkschatten van Sint-Catharina","51.0689765,5.6536838"
42816,"Museum voor Schone Kunsten Gent","51.0379812,3.7242286"
42939,"Belfort","51.20815,3.2246553"
42949,"Archeologiemuseum","51.2048293,3.223591"
42961,"Brugse Vrije","51.2089645,3.2273173"
42955,"Gentpoort","51.2014988,3.2317022"
42965,"Gezellemuseum","51.2148465,3.2374496"
42972,"Onze-Lieve-Vrouwekerk Brugge","51.2048355,3.2237512"
42978,"Gruuthusemuseum","51.2055067,3.2248895"
42982,"Sint-Janshospitaal","51.2042131,3.2240564"
43002,"Stadhuis","51.2083161,3.227119"
45532,"Stichting Logos","51.0615791,3.7319594"
45982,"Peter Benoit Museum en Geboortehuis","50.8559382,3.3098629"
45658,"Vakantiewoning aan de Zilverkust Portugal","39.5139261,-9.1278711"
44951,"Vakantiewoning Domein Pech Delluc","44.5255554,1.5299937"
45471,"Haarzorg en bio-esthetiek","50.846036,4.3461477"
45938,"Vakantieverblijf Maison De Paepe","43.8249906,4.5672256"
45809,"Theater Antigone","50.8326678,3.2594747"
46475,"VAB-tankkaart","58.0068316,12.1554587"
85555,"Expo Picasso","51.2037393,3.222512"
45626,"Kappers- en schoonheidssalon Sint-Agnesinstituut","51.1763717,4.3567769"
45690,"Alfa Fitness","50.9744113,2.9463285"
45861,"Fietswinkel Sport Lieven","50.9925657,3.2591617"
46312,"Technopolis","51.0028002,4.470202"
45055,"GoalMine - Luminus Arena - KRC Genk","51.0049835,5.5342015"
45489,"Indoor skipiste Top Fit Ski-Piste","51.1928629,2.8455653"
44174,"Terlinden: didactisch restaurant van hotelschool Aalst","50.9407589,4.0154699"
44860,"Didactisch Restaurant ’t&nbsp;Stoktshof Turnhout","51.3231327,4.9229307"
44893,"Creazione","51.1292744,4.560079"
45270,"Jenevermuseum","50.9326245,5.3406986"
69682,"Expo Hands on design","51.055789,3.71958"
48705,"Suske en Wiske - Kindermuseum","51.3707536,4.4909926"
43133,"Musée Meunier Museum","50.819116,4.3670986"
43135,"Musée Magritte Museum","50.8424181,4.3587963"
43137,"Musée Modern Museum","50.8416199,4.3581793"
43465,"Museum Plantin-Moretus - Prentenkabinet","51.2184371,4.3980378"
45941,"Kopieservice Klavertje-Vier","50.9876557,5.0562966"
46016,"Artisan","50.9921347,3.7465838"
44468,"Volkssterrenwacht Armand Pien","51.0452223,3.7249115"
44605,"Volkssterrenwacht Mira","50.9345729,4.3688692"
44560,"Nationaal Museum van de Speelkaart","51.3201505,4.9518686"
44714,"Turninum - Volksmuseum Deurne","51.2203736,4.4583124"
46188,"Hotel Casa del Maco","38.6677053,0.0293018"
46356,"Bed & breakfast Le 4 Stagioni","42.992425,12.4796161"
46539,"Vakantieverblijf Château de Moulin le Comte","50.6423689,2.3754567"
46546,"Hotel Casa Bela Moura","37.1069112,-8.3850744"
45670,"Verzekeringen assuRAES","51.1568272,4.0448518"
46010,"Vakantieverblijf Le Clair de Lune","50.182195,5.672598"
46104,"Vakantieverblijf Résidence&nbsp;Zahra","33.7658812,11.0188593"
43009,"Sint-Janshuismolen","51.2168709,3.2372931"
43015,"Onze-Lieve-Vrouw-Ter-Potterie","51.2194816,3.2304927"
43218,"Beffroi de Thuin","50.3395738,4.2871962"
43224,"Ecomusée de la Batellerie","50.3414098,4.2928918"
43228,"Ruïnes van de Abdij van Aulne","50.3537251,4.3351151"
43143,"Musée Wiertz Museum","50.8377775,4.3756649"
45778,"Hotel Biskajer Adults Only","51.2111471,3.2260181"
46001,"Fietswinkel Rubelli-Sport","51.0151484,5.5802138"
44012,"Bolton Print & Drukwerk","50.9550275,4.0105016"
45918,"Flashprinter","51.2211487,4.4592158"
44902,"Drukwerk Dataprint","50.8406342,4.228506"
45483,"Kopieservice Quality Colors","51.0410615,3.7253543"
45902,"Copy Consultants","50.9898717,4.8395427"
45971,"Bosmuseum Gerhagen","51.0521818,5.0366466"
45908,"Hagelands Heemkundig- en Seizoenarbeidersmuseum","50.9308124,4.9133885"
44392,"Heemmuseum 'Ontrent den Hover'","51.13294,4.3297237"
46525,"Corendonshop",NULL
132418,"Expo In de tijd van Galenus. Een Griekse arts in het Romeinse rijk.","50.4712299,4.2359236"
45327,"Vakantieverblijf ICZ Preshoekbos Lauwe","50.7814815,3.1962542"
129569,"Expo Hugo Claus, Con amore","50.843776,4.3597967"
43633,"RHIZO Esthetiekschool - schoonheidssalon","50.8190111,3.2841577"
44970,"9 Levens","50.7340968,4.235356"
46527,"Familieskivakanties.be",NULL
43446,"Rubenshuis","51.2178788,4.4093157"
44061,"Eperon d'Or","50.9214941,3.2118282"
44094,"Snuiftabak- en Specerijenmolens De&nbsp;Ster en De&nbsp;Lelie","51.9315781,4.5212713"
44384,"Sint-Hermescrypte","50.7493429,3.5997424"
44386,"Must - Museum voor textiel","50.7492479,3.602869"
44498,"Klompenmuseum Den Eik","51.03711,4.971632"
44548,"Taxandriamuseum","51.3255006,4.9472269"
46217,"In Flanders Fields Museum",NULL
45036,"Het Timmermans-Opsomerhuis","51.1285985,4.5703637"
44554,"Begijnhofmuseum Turnhout","51.3267468,4.9430907"
44957,"Heemmuseum Het Molenijzer","51.0472767,4.6233384"
45022,"Optiek Optic-Services","51.1089088,4.6323771"
43201,"Musée du Silex","50.7398484,5.5501502"
42998,"Volkskundemuseum","51.2135838,3.2334094"
46309,"ColliShop Professional Businesskaart",NULL
44528,"Pop-up workshop 'Studio Congo Mini'","50.843776,4.3597967"
44533,"Pop-up workshop 'Groene aarde'","50.8366595,4.376632"
43768,"Continium Discovery Center","50.8617704,6.0580312"
44536,"Pop-up workshop ‘Congo: kolonisatie en dekolonisatie’","50.8426107,4.3606882"
45835,"Mergaerts Optiek","50.9858079,4.9746965"
45976,"Optiek Dumont en Optiek Dumont Kids","51.186498,3.2106867"
45988,"Feestwinkel Festivalshop","50.9788042,4.9846419"
46007,"Purisol Project","50.8514802,3.3580254"
44624,"Hopmuseum Poperinge","50.8551876,2.7224374"
44954,"Stampe en Vertongen Luchtvaartmuseum","51.188746,4.4608734"
45093,"Bayernwald loopgraven","50.8005782,2.8753924"
45098,"Commandobunker Kemmel - Koude Oorlog","50.7761053,2.8169572"
45258,"Museum Het Stadsmus","50.9299428,5.3420837"
43457,"Maagdenhuismuseum","51.2144143,4.4052191"
45212,"Het Scheepvaartmuseum","52.3716939,4.9148675"
44485,"Sint-Pietersabdij","51.0418708,3.7269611"
45045,"Stedelijk Museum Wuyts-Van Campen en Baron Caroly","51.1315213,4.567664"
45234,"Regionaal Archeologisch Museum Maaseik","51.0948493,5.7913384"
45608,"Museum René De Clercq","50.8523914,3.3552262"
45794,"Belle Epoque Centrum","51.3155005,3.1318936"
45880,"Emile Van Dorenmuseum","50.9669562,5.5131788"
46038,"Streekmuseum De Vier Ambachten","51.2814182,4.0518856"
46276,"Openluchtmuseum Bokrijk","50.9557459,5.4083223"
45441,"Vakantieverblijf Zeewinde 30","51.2471076,2.9634564"
46068,"School aan de waterkant","51.0354994,3.7321364"
44999,"Abdijmuseum Ten Duinen","51.1089984,2.6297792"
46381,"Vakantieverblijf Wibrin","50.1451354,5.7165362"
43635,"RHIZO Kappersschool Kortrijk - kapsalon","50.8190111,3.2841577"
43442,"Middelheimmuseum","51.1820971,4.414166"
43446,"Rubenshuis","51.2178788,4.4093157"
43452,"Letterenhuis","51.2228213,4.4046797"
43457,"Maagdenhuismuseum","51.214172,4.4049945"
43465,"Museum Plantin-Moretus - Prentenkabinet","51.2184424,4.3980197"
43471,"Red Star Line Museum","51.2329862,4.4034881"
43484,"Vakantieverblijf  Ferme Château Dourbes","50.0903455,4.5895705"
43515,"Dierenpark De Zonnegloed vzw","50.9405055,2.7526104"
43529,"Choco-Story Brugge","51.2107958,3.2261412"
43544,"Kasteel van Gaasbeek","50.8000654,4.2019365"
43551,"Romeins Archeologisch Museum Oudenburg (RAM)","51.1849132,3.006369"
43558,"Maison du patrimoine médiéval mosan","50.260494,4.9127457"
43566,"Commandomuseum","50.45738,4.81096"
43573,"Bibliotheek Leopoldsburg","51.1168406,5.2474735"
43576,"Stedelijk Museum Aarschot","50.988233,4.839043"
43581,"Olagos speelgoedwinkel","51.0947478,4.5003646"
43609,"Museum aan de IJzer","51.0241803,2.8530627"
43628,"Nationaal Onderwijsmuseum","51.8085718,4.6611014"
43635,"RHIZO Kappersschool Kortrijk - kapsalon","50.815474,3.2718398"
43637,"RHIZO Hotelschool Kortrijk - restaurant","50.7935744,3.2629754"
43640,"Bibliotheek Bree","51.1393884,5.5961091"
43643,"Deezillusie vzw","51.0300191,3.7186913"
43646,"Provinciaal Sport- en Recreatiecentrum De Nekker","51.0247396,4.4963689"
43653,"Pure Senses Fit- & Wellness Club","51.190235,3.2029222"
